country,Date,Until,Headline,Description,Sources,MostPeaceful2023GPI
FR,2002.0,,Bomb explodes in water utility office building,"A powerful bomb explodes in a water utility office building on the Island of Corsica. The building is also graffitied with the nationalist slogan ""Freedom for Patriots.""",RAND Database of Worldwide Terrorism Incidents 2018,1.939
FR,2000.0,,French workers pollute river over labor dispute,"In July, workers at the Cellatex chemical plant in northern France dump 5,000 liters of sulfuric acid into a tributary of the Meuse River after they are denied workers' benefits. A French analyst points out that this is the first time ""the environment and public health were made hostage in order to exert pressure, an unheard-of situation until now.""",Christian Science Monitor 2000,1.939
FR,2000.0,,Water company is bombed to demand release of prisoners,"A water company office in Ustaritz, France is damaged by a bomb thought to be placed in support of a group called the Basque Fatherland and Freedom (aka ETA). The attackers leave writing on the wall in the building demanding the release of ETA prisoners.",RAND Database of Worldwide Terrorism Incidents 2018,1.939
FR,1999.0,,Water supply pipeline is attacked in France,Explosives are placed along a water supply pipeline by the Comit? R?gional d'Action Viticole in France. No injuries to people are reported.,France-Inter Radio Network 1999,1.939
FR,1999.0,,"Multiple attacks on utilities, including water, in one day","Reports find at least three attacks on utilities in the H?rault area, including one that damaged a water supply pipeline.",RAND Database of Worldwide Terrorism Incidents 2018,1.939
FR,1999.0,,"Bomb explodes on an island, cutting off water supply","A bomb explodes on the island of Cavallo, off the coast of Corsica, causing a disruption to the local water supply. The attack was likely by the National Liberation Front of Corsica (FLNC) which seeks independence from France.",RAND Database of Worldwide Terrorism Incidents 2018,1.939
LB,2001.0,,Bombing disrupts Lebanese water supplies,Water supplies to more than 20 towns are disrupted after a bomb explodes near the town of Baalbek in Lebanon.,FBIS 2001,2.581
LB,2006.0,,"Lebanon, Israel target water infrastructure in attacks","Hezbollah rockets damage a wastewater plant in Israel. Israeli counter-attacks damage water systems throughout southern Lebanon, including tanks, pipes, pumping stations, and facilities along the Litani River.",Science 2006,2.581
SG,2000.0,,Water supply tank for a condominium in Singapore deliberately contaminated,A water supply tank is deliberately poisoned with kerosene and turpentine. Residents of the condominium complex in Singapore discover the contamination from the odor of their water.,Mohtadi and Murshid 2006,1.332
SG,1997.0,,Malaysia threatens to cut Singapore's water,Malaysia supplies about half of Singapore's water and in 1997 threatened to cut off that supply in retribution for criticisms by Singapore of policy in Malaysia.,Zachary 1997,1.332
TZ,2018.0,,One killed and several injured in fighting between farmers and herders in Tanzania over access to water,"One person is killed and several police officers are injured in a fight over access to water resources between herders and farmers near the village of Dihida, Morogoro, Tanzania.",Makoye 2016,2.058
TZ,2013.0,,Tanzanian herders attempt take control of water source,"Conflicts over water continue in Tanzania between farmers and herders over dwindling water resources. In 2013, herders attempt to take over the central water source in the village of Makenya.",Makoye 2013,2.058
TZ,2012.0,,Deaths in water conflicts in Tanzania,"Violence between farmers and pastoralists expands in Tanzania's southeastern Rufiji valley, a region hit by drought. A farmer is killed in a conflict with a herdsman over access to water in the southern regions of Lindi and Mtwara. Five more people die and many more are injured in subsequent violence. According to local sources, violence has worsened during the prolonged drought.",Makoye 2012,2.058
TZ,2011.0,,Four famers killed in Tanzania over resource dispute,"Conflicts over water are increasing in the Pangani River Basin in northeastern Tanzania between farmers and herders over dwindling water resources. In 2011 in Mbuguni village, four farmers are hacked to death by angry Maasai morans (warriors) as they tried to stop a group of cattle from trampling on maize seedlings.",Makoye 2013,2.058
AO,1999.0,,100 bodies found in Angolan wells,One hundred bodies are found in four drinking water wells in central Angola.,International Herald Tribune 1999,2.02
AO,1999.0,,Luanda is without water because of conflict,"In Angola, the National Union for the Total Independence of Angola attacks and occupies Catete, leaving Luanda without water. Addionally eight civilians and two FAA are killed and many others are captured.",Raleigh et al N.D. I.D. 5557996,2.02
AO,1998.0,,"Angolan rebels, government fight at dam","In September 1998, fierce fighting between UNITA and Angolan government forces broke out at Gove Dam on the Kunene River for control of the installation.",Meissner 2001,2.02
TR,2016.0,,Water pipeline is bombed in Turkey,"A water pipeline is the target of an explosive device in Mardin, Turkey.",National Consortium for the Study of Terrorism and Responses to Terrorism (START) 2018 ID. 201604170038,2.8
TR,2015.0,,"Attacks interrupt construction of Illisu and Silvan dams, Turkey","At the end of 2014, work on the Ilisu Dam stops for four months after the armed wing of the Kurdistan Workers' Party (PKK) kidnaps two of the project's subcontractors. When construction resumes, the largely non-Kurdish workforce is escorted to the site by military tanks. Militants also target Diyarbakir's Silvan Dam by placing explosives on the roads leading into the site, and security threats in the region cause construction delays.",Stratfor 2016,2.8
TR,2015.0,,Soldiers guarding Turkish dam are attacked,Turkish soldiers guarding a hydroelectric dam are attacked with rockets and long-range gunfire by the Kurdistan Workers' Party (PKK) in the Kulp district of Diyarbakir. One soldier is killed and three wounded.,Agence France-Presse (AFP)  2015d,2.8
TR,2015.0,,Silvan Dam construction site attacked,"A remotely detonated explosive on a road used for delivering supplies to the Silvan Dam construction site kills one civilian, a child. The bomb is thought to be planted by the Kurdistan Workers' Party (PKK) and targeted at military vehicles.",Daily Sabah Turkey 2015,2.8
TR,2014.0,,Hydroelectric power plant is attacked,"A hydroelectric power plant in Kars Province, Turkey is attacked by the Kurdistan Workers' Party. Three attackers are killed. The next day, three off-duty Turkish soldiers are killed in retribution.","Staff, Reuters 2014",2.8
TR,2012.0,,Attack on construction facilities at Turkish dams,"22 trucks are set on fire at dam sites in Turkey, in attacks attributed to Kurdistan Workers' Party (PKK) militants.",Stratfor 2016,2.8
TR,2000.0,,A man is arrested for attempted poisoning of community water supply in Turkey,"A man is arrested for attempted poisoning of the water supply for the village of Kurusaray, Turkey.",Mohtadi and Murshid 2006,2.8
TR,1999.0,,Water tanker in Istanbul is attacked.,"A water tank is damaged from a petrol bomb thrown by unknown assailants in Istanbul, Turkey.",Anatolia 1999,2.8
TR,1999.0,,Bomb thrown at a municipal water tank causes significant damage,A bomb thrown at a municipal water tank in Istanbul causes significant damage in the surrounding area.,RAND Database of Worldwide Terrorism Incidents 2018,2.8
TR,1992.0,,Turkish air base waters poisoned,Lethal concentrations of potassium cyanide are reported discovered in the water tanks of a Turkish Air Force compound in Istanbul. The Kurdish Workers' Party (PKK) claims credit.,Chelyshev 1992,2.8
TR,1992.0,,Water supply to a Turkish air force base is poisoned,Potassium cyanide is discovered in lethal quantities in the water supply of a Turkish air force base. No one is poisoned prior to the discovery. The attack is attributed to the Kurdish Workers' Party.,Mohtadi and Murshid 2006,2.8
TJ,1998.0,,Guerillas threaten Tajikistan dam,Tajik guerrilla commander Makhmud Khudoberdyev threatens to blow up a dam on the Kairakum channel if his political demands are not met.,World Rivers Review (WRR) 1998,2.114
TJ,1999.0,,Tajikistan releases water from Kairakum reservoir,"In summer 1999, Tajikistan releases 700 million cubic meters of water from the Kairakum reservoir without warning its downstream neighbors. Among other effects, this cuts water to cotton crops in southern Kazakhstan, causing significant losses to farmers. At the same time, Kyrgyzstan cuts flows to southern Kazakhstan in retaliation for Kazakhstan's failure to supply coal under barter agreements.",Hogan 2000b,2.114
